,product_name,user_rating,product_review
1566,Old Chub,4.29,dark brown color sweet chocolate taste try a sixer and get back to me in the morning
1567,Old Chub,4.27,12 oz can for only a buck eighty nine  canned on 81622 look  deep brown a little ruby comes thru when held to the light tan head good lacing smell  malty smoky chocolate taste  smoky malt sweet chocolate dark roast coffee feel  medium body lightly carbonated bit of syrup on the finish overall  old chub has a nice deep dark look with good head retention i really like the smoky malt scent and flavor mixed in with the sweet chocolate and dark roast coffee notes solid 8 scotch ale ive had many times and find quite enjoyable to drink is it too wee heavy i dont think so but find out for yourself pick it up and pair it up with the pretenders  middle of the road enjoy
1568,Old Chub,4.28,12oz can canned 111622 into a willie becher l pours reddish dark brown w a 34 creamy khaki head w good retention down to edge foam low carbo some lacing w initial sheeting light banding s highly toasted candied caramelized malts toffee a hint of cocoa light molasses brown bread dark fruits butter  oak wood with warming t sweet caramelized malts light toffee roasted grains raisins a hint of grape a hint of citrus zest which goes wide moderately floral lightly nutty  gently woody f a bit colalike then lightly creamy smooth medbodied w a medlength moderately drying finish lightly chewy o a malty brew w a lovely hop crispness resulting in a wee bit of a dry finish lightly fruity gently sweet complex and quite delicious ez drinking for its 8 abv and it is outstanding in its style i will buy this again
1569,Old Chub,3.89,appearance pours a mildly clear deep bronze color with a strong tan head srm of 20 425  aroma strong aromas of scotch molasses maple syrup a caramel sweetness within 400  flavor strong flavors of scotch molasses and maple syrup scotch and booze clear the palate very faint smoke 375  feel mediumbodied average to low carbonation finishes sweet with some booze on the bite 375  compared to founders dirty bastard 12023 pours similar slightly darker milder aromas more scotch maple syrup less caramel chocolate sweet malt more of a boozy bite  overall a nice scotchweeheavy here showcases the scotch flavors and maple syrup well appropriately shows the booze a bit pretty standard for a macro scotch ale rating 389
1570,Old Chub,5,i got a 6 pack at grocery outlet in lincoln city oregon where we were vacationing for 9 i love english and scotch ales so i thought yeah why not even though i had never heard of it man i wish i had bought a trunk full to bring back to california its delicious
1571,Old Chub,4,poured from a 12oz can into a libbey can purchased on 101722 can date 1022  l gorgeous deep ruby red  s sweet malty nose  t sweet almost tangy flavor  f an almost birch beer  flavor very complex  o a great scotch ale
1572,Pearl River Lager Beer,3.68,smells like unripe feijoas  nice lager smooth drop so dont drink it fast because it will put you on your ass  although nice semi warm its a dream if nicely chilled but do try it for yourself  if you like tsingtao you will convert  if you can tolerate kingfisher then i think youd like the taste of this beauty
1573,Pearl River Lager Beer,1.09,horrible
1574,Pearl River Lager Beer,2.66,poured from a green 112 oz bottle has a light golden color with a 12 inch head smell is of green apples grains not a good sign taste is green apples some grains a bit of vinegar kind of bland feels light in the mouth and overall is not terrible but not to my liking
1575,Pearl River Lager Beer,1.75,i had this beer while travelling in china on business in april 2015 likely to never get there again so i decided to try as many different china brewed beers as i could this was 1 of 6 beers i tried in my travels and in doing my research before departing the states this was considered a top 10 china euro lager beer the abv was 53 according to my language assistant i poured from a clear glass 600ml bottle after purchasing at a restaurant quite a different look from the picture depicted a  mellow yellow with very slight head and almost no carbination s  grainy mild to the nose t  watery and bland with some sweetness f  light no lacing and thin  if you must have a beer while in china then give it a go  but it is not much to write home about
1576,Pearl River Lager Beer,2.47,format a 330ml dark green bottle with a pretty ordinary macro label looks suspicious  appearance pours out a fairly thinlooking light yellow with okay carbonation a fizzing white head drops from a finger almost immediately doesnt look great  aroma there is a touch of cereal grain there but much more adjuncts  particularly rice smells cheap if not offensive  taste i dont mind some asian adjunct beers  some actually make the rice taste quite nice this is not one of those beers an awkward fug from the rice and only cheap and light cereals to back it up  aftertaste more rice awkwardness on the finish not a great beer  mouth feel light in body to the point of being somewhat watery with a moderate to higher carbonation  overall a fairly cheap lager at au38 a case but there are better quality beers even at this level id rather spend a few bucks more and get some vb
1577,Pearl River Lager Beer,2.26,drank it directly from an ice cold can thats how you drink macro lager 43 abv  typical adjunct with very minor skunky taste poor malt presence plenty of rice though  good to go with chinese food especially crayfish stirfried with szechuan peppercorn
1578,Pearl River Lager Beer,3,touch of grain some bit of skunk definitely more beery than the weaker pearl river beers with some extra bitterness thats not entirely metallic quaffable cheap
1579,Pearl River Lager Beer,1.67,330ml can from yue hwa chinatown singapore sgd 230 light golden straw that is clear and thin with a bubbly white head on top that sets as a patchy lacing that barely covers half of the surface area  sweet with water and light grassy hops making up most of the rest there are a few adjuncts but thats about it and it is very light  water with a hint of sweetness and the faintest of grassy hops on top there is a bit of biterness but not much else to speak of other than a hint of citrus towards the end  thin and light with medium carbonation and a strange semisweet feel with a hint of skunk and bitterness  a very poor beer and up there with some of the worst i have tried although by no means the very worst the beer was cheap and thin with little in the way of taste or smell
1580,Abner,4.59,such a well balanced beer hill farmstead doesnt go crazy with one flavor profile and that is embodied here while labeled a ne ipa is more caramel colored than hazy and tastes blend west coast and east coast styles similar to focal banger definitely hoppy at the start but mellows with a malty oaty finish partly hoppy and partly rustic abner is a expertly minimalist ipa they do all the little things right
1581,Abner,4.34,a really great double ipa had a pint at the bench restaurant in stowe vt pours a hazy orange color with a good size white head and good lacing on the glass mostly citrus aroma but nicely balanced with hoppy goodness mouthfeel is rich crisp and moderately bitter an outstanding double ipa
1582,Abner,4.61,definitely a double the alcohol flavor is produced more so than other hill farmstead beers however the beer is truly a hf beer with the deep caramel hue and succinct crisp hoppiness that is so refined amazing beer but i prefer a lower alcohol beer
1583,Abner,4.69,6 weeks old can to wine glass  look pours a goldenbrownish orange with a pillowy white head that dissipates rather quickly leaving a good amount of lacing floaters all over the place  smell piney resiny somehow woody and slightly smoky also sweeter notes of melon and gummy bears  taste less intense more balanced but all the notes which can be smelled can also be tasted resiny body with notes of sweet melon and burnt caramel and something woody and smoky popping up here and there medium sweetness followed by an intensely bitter finish  feel clean and full at the same time medium carbonation quite crushable  overall very complex west coast style iipa that combines a typical piney and woody body with different kinds of sweetness some unexpected notes smoke gummy bears are also in the mix but everything fits in seamlessly id definitely locate this one somewhere close to heady topper and pliny the elder great beer that once again demonstrates the versatility of hill farmstead brewing high quality stuff from different styles
1584,Abner,4.48,draft at armsby abbey  well damn my first hill farmstead beer and its the 35th highest rated beer on ba i know theyre more known for their saisons but im very happy to try this  pours a hazy orange gold with 2 fingers of creamy white head that slowly fades to a cap and leaves nice lacing  for the style this isnt super juicy in the nose im picking up on aromas of the overripe melon lemon zest bready malt light caramel peppery hops fresh grass and grapefruit rind  its a little more aggressive in taste but still feels more rustic than juicy and fruity on the front end of the sip im tasting lemon zest crackery malt tangerine overripe melon weedy hops and light caramel the swallow brings notes of grapefruit zest orange juice bready malt peppery hops fresh grass and light tangerine  a medium body pairs with gentle carbonation resulting in a zesty yet creamy beer finishes mostly dry and very balanced  holy shit this is a great beer super unique for the style and so drinkable especially for the abv i need more
1585,§ucaba,4.32,2018 vintage sipped on march 24 2023 in a stout snifter glass  dark brown with deep red highlights a near 1f cap appears briefly before settling to a thick rim film a few spots of lacing surprisingly  oak aged bourbon and booze aroma up front toasted dark bread malts chocolate and caramel  flavors of bourbon soaked toast and malt vanilla dark chocolate and a touch of cherry wine  big and boozy body yet quite smooth theres a light touch of carbonation and the dark chocolate slips in the finish  an incredibly well aged barley wine ale a nice tug of war between strong booze and mellow sips
1586,§ucaba,4.53,vintage 2018 poured from bottle into tulip good 2 finger head recedes rather quickly to a small pool so so lacing jet black in the glass no light gets thru big barrel on the nose caramel toffee and dried fruits good nose taste follows the nose big bourbon on the front big hit of malt sweetness creamy caramel some raisin plum on the tail end and finishes with a good assertive bitterness residual bourbon caramel left on the palate
1587,§ucaba,4.27,12 ounce bottle poured into a snifter 2018 vintage drank january 23  caramel brown with a half inch of short lived tan foam some suspended sediment from the second pour malty sweet aroma caramel bread dark fruit and some mild alcohol tastes much the same with the addition of toffeemolasses type sweetness and a touch of metallic tang it is sweet but a clean bitter finish keeps the sweetness well in check medium body low carination smooth and soft closing with a warm alcohol bite  this has held up well but the ba character is gone and im guessing some of the hop flavor has disappeared but oxidative flavor really only a small metallic tang is low drinks easy considering the high abv
1588,§ucaba,4.38,2018 release consumed 82222  rightfully a classic of the style the 2018 bottle is very smooth and although i taste the alcohol its very easy to drink the bourbon is definitely there and wonderfully balanced as it should be the mouthfeel is thinner than a ba stout this is a wonderful world class beer and always worth having on your shelf or fridge
1589,§ucaba,4.54,had the 2018 version on tap at other half dc  dark mostly opaque reddish brown still somewhat see through tan head  raisin boozy maple toffee oak fig jam on the nose taste follows but with some coffee bitterness to go with the fig raisin clove toasted sugar chocolate  probably best barleywine ive ever had boozy but not over powering somehow everything seems in place where i often find barley wines to be unbalanced in one way or another
1590,§ucaba,4.5,12 ounce bottle 2019 vintage 01192019 is stamped on the neck of the bottle im assuming thats the bottled on date served in a snifter the beer pours a dark reddishbrown color with about an inch light tan head head retention and lacing are both good i like the aroma the brew smells like bourbon vanilla brown sugar coconut cherry and oak really sweet and malty smelling for the most part i think the taste is similar to the aroma but with the addition of some raisin fig and chocolate flavors its sweet tasting but not overpowering at all mouthfeelbody is full its coating and easy to drink with a lowmoderate amount of carbonation if youre into english style barleywines then definitely pick this one up im glad i did
1591,§ucaba,4.94,2018 sucaba enjoyed november 2021  rich warm intense cola brown in the glass light aroma with toasted coconut standing out thick almost excessively so with a long finish theres a hint of hops on the end sticky and sharp
1592,§ucaba,4.54,no head hazy caramel brown body smell is rich bourbon whisky dominates with caramel malt figs tobacco and a healthy rye spice taste is more subtle than expected figs brown sugar whisky cherry just a hint of coconut vanilla and lots of rye spice smooth drinking nice alcohol warmth not as overpowering as expected which is good it has balance and plenty of going on what an amazing sipper if i had a cellar id jump on another bottle
1593,Head Hunter,4.23,12oz can purchased from the fridge as a single for 299 plus tax canned on 051523 so this beer is almost three months old  look it has a nice orange gold color with a half finger of beige colored head the beer is fairly clear however it is unfiltered and there is a slight haziness  chill haze  smell lots of resinous pine and citrus grapefruit and orange notes also dried pineapple this smells really nice i wouldnt mind wearing fragrance that smelled like this theres a subtle darker biscuit malt underneath all of the hops spicy notes along with some paint thinner subtle green bell pepper on the finish more fruitiness comes through on the nose as i get into it and as the beer warms up i ultimately get a nice sweet cantaloupe note along with lots of orange zest  taste ooooh this is seriously intense they werent kidding when they said aggressively hopped westcoast ipa it has a bit of that enamelstripping character that scares you at first and then ultimately endears you is actually really nice and while it is very bitter on the finish it still has very clean flavors on the palate and the bitterness doesnt linger too long it also has a nice caramel malt character to stand up to the piney resinous hops and bitterness so its actually fairly balanced for such an aggressively hopped beer quite impressive and enjoyable  feel it has a medium to medium plus mouthfeel with a bit of chewiness very clean  overall its really good i kind of liken this beer to a stronger version of sierra nevada celebration ale for such a bitter and resinous beer its actually quite drinkable and refreshing this is just my second fat heads brewery  saloon beer good stuff  from the website hops simcoe centennial mosaic citra chinook malt pale c15 carapils carahell wheat yeast american ale beginning gravity 168 plato ending gravity 30 plato color deep golden
1594,Head Hunter,4.31,enjoyed a pint with lunch after visiting the pro football hall of fame 8923 for 550  beer was served golden orange with a nice white head  nose was a nice combination of tropical and citrus fruits  taste was new school ipa with a not quite imperial sized malt base that displays nice flavorful hops that give notes of orange grapefruit mango and some strawberry finishing with a nice piney bitterness 610 on my scale  mouthfeel is light to medium bodied and refreshing  overall a delicious wcipa this is dangerously crushable
1595,Head Hunter,4.24,i consulted the toprated beers list for ohio on this site before taking a road trip this beer was 21 on the list with thousands of reviews so i had to find some this is a superior ipa nice fresh scent when i first poured it and lots of foam that lasted a little hazy dark amber color this was hoppy but ive had more intense hop taste even so this was delicious i tasted grapefruit and maybe some orange or lemon nice mouth feel should have bought more next road trip
1596,Head Hunter,4.21,poured from a 12 oz can dated 62323 into a pint glass l  pours a medium amber color with a fluffy white head that dissipates slowly s  smells of pine and citrus t  tastes bitter citrusy and dank f  medium body and carbonation o  very nice west coast ipa
1597,Head Hunter,4.87,clear deep gold nice white head great retention rings of lace melon mango grapefruit lychee native grape aroma taste follows smell just enough malt to keep it balanced nice midrange sweetness lingering bitter finish medium bodied clean appropriately carbonated this beer is near perfect for a west coast ipa
1598,Head Hunter,4.35,solid west coast style ipa strong hops aroma with great bittering
1599,Head Hunter,4.64,very nice great hops nice dry finish
1600,Head Hunter,4.27,cloudy yellowgold color with nice white head super piney but also juicy flavors of mango orange grapefruit and pineapple overall really fantastic when fresh on tap
1601,Head Hunter,4.56,tasted from a 16 oz can acquired in ohio  l  light gold color with very slight haze and constant mesmerizing streams of tiny bubbles that constantly rise through the beer huge pillowy frothy offwhite head that lasts and lasts  s  big hops aromas of grapefruit and mandarin orange but with another earthy note similar to pineapple there is a bit of bready malt in the finish very restrained like a saltine cracker  t  strong citrusy hops hit the mouth immediately with navel orange grapefruit and pine the hop flavors are aggressive as hell and leave no room for malt to shine through exceptionally clean fermentation with no yeast fruitiness noted  f  medium body with a bit of mouthcoating effect yet somehow the finish feels dry moderate to high carbonation gives a fizzy impression on the tongue hops bitterness strong enough to peel paint alcohol presence fairly high which matches the listed abv but the strength seems appropriate with all the other heightened sensory inputs  o  this is a worldclass american ipa on the aggressive end of the styles spectrum it slams your senses unapologetically and i love it for that
1602,O'Doul's Amber,3.43,clear light amber with 12 finger of quicklydissipating light than head  smell is slight caramel and toffee as would be expected good aroma just not much of it  taste is molasses toffee bread crust tea and a bit of noble hop spiciness almost like having the base bread for gingerbread with a glass of iced tea but much less flavor intensity and drier moderate bitterness  feel is light  with moderate fine sharp carbonation  overall decent beer in an absolute sense and good for na beer none of the unfinished wort flavor that is present in oldschool na beer the tea flavor is the only oddity but halfway through it im used to it if i wasnt doing a review im not sure i would have specifically noticed it
1603,O'Doul's Amber,2.39,purchased in canada brewed in canada under labatt this is probably my favourite non alcohol brew so far nice mild malt and the subtle hop expression really seems to shine in this one not crazy about the ingredients having glucose syrup but theres only 2g of sugar per can so it cant be much
1604,O'Doul's Amber,4.81,if youre comparing this brew to real beer dont this is a nonalcohol brew if you are a retired alky like me this is a godsend it is as close to real beer as i have ever tasted i now have something to look forward to when eating pizza or burgers now when we go to friends for dinner i bring a 6 pack of amber and i capital i can drive home thanks ab
1605,O'Doul's Amber,4.67,great alternative and nice taste i enjoy it during the week when you dont need or want to drink
1606,O'Doul's Amber,1.67,i only drink this if i am a guest at someones home and they bought it for me because i do not drink alcohol otherwise i would not buy or drink this stuff
1607,O'Doul's Amber,1.77,tuesday october 12 2021 818 pm 12 ounce bottle poured to wine glass sight amber clear off white foam lacing smell malty aroma not a lot of hoppy aroma taste slightly bitter not a lot of taste mouthfeel creamy slightly tart  medium body lively carbonation long finish bitter aftertaste overall fair not ok too repeat not to look for
1608,O'Doul's Amber,2.23,12oz brown bottle  review from notes  this is slightly better than regular odouls but both suffer from having little flavor and what little flavor there is is mostly funky garbage juice but there is a bit more malt to this and id take it over the og anyday  shout out to kenny dennis
1609,O'Doul's Amber,1.23,purchased as a single bottle from kroger for 99 poured into a nonic pint glass  l  pale very clear amber with zero head s  wholegrain sliced bread bran flakes and deer feed not much else t  molasses and bran are pretty upfront and is quickly followed by a vile flavor along the lines of a musky old bread thats been left in the hot sun for two or three weeks fairly sweet with nothing to balance it out reminds me almost of ipecac syrup f  thick with minimal carbonation not easy to drink o  its pretty hard to fuck up worse than the original odouls but they managed to do it with this one for the price i would pay ten times the amount for you to not make me drink this i have a feeling it would be slightly less terrible if it was wellcarbonated i mean itd still be awful but itd be drinkable i think this is the second entry of the beers i actually hate list i highly recommend not purchasing this its not worth it even if its less than a dollar
1610,O'Doul's Amber,3.06,12 oz bottle code 20223 cg0156 twistoff crown purchased single off shelf poured into a 14 oz mug  l polishedclear tawnycolored liquid ambertinged foam on the pour which all but disappears leaving only a razorthin collar  s relatively mute aroma expression lightlyworty brown bread crust no offputting offaromas just dull  t vienna lagerlike but one thats old and perhaps slightly oxidized bold yet dry apple juice overtone the aftertaste is near bone dry with a mellow caramel note most prominent also a lowmoderate neutral bitterness and maybe a mild toasted bread around the edges really it tastes almost syrupconcentratelike  f might as well be flat the little tingle it lends gives a flicker of life to its coiled light body the little bit of pudge up front swells then vanishes  o probably not supposed to pour this in a glass  i guess i should have expected such bland blandness the code suggests this bottle is almost a year old maybe ill take another crack at this in the future  interesting run of na brands leading up to this milestone review 1750
1611,Molson Golden,4,poor i would beat you as easily as rick moranis molson golson mofos
1612,Molson Golden,1.94,i havent had this beer in over 25 years and now i know why starts with a sourfunky aroma taste follows the aroma but is somewhat mutedthankfully i know my tastes have changed but i couldnt find much to like about this beer
1613,Molson Golden,2.04,when i first started drinking beer it was busch miller and shlitz then i tried molson golden thats all my friends and i drank now fast forward 40 years its okay i dont hate it i just out grew it
1614,Molson Golden,2.04,ehhh it says on the bottle specially brewed for the unique flavor of an ale and a lager problem is its a weak ale and weaker lager this could be okay if it wasnt so watered down
1615,Molson Golden,3,molson golden lager 5  clear straw gold color with a frothy white cap of foam solid lager aroma and taste with mild corn grains and hops better than most cheers
1616,Molson Golden,3.23,molson coors canada molson golden 12 fl oz green glass bottle coded sep2622 13 61020040408 sampled on may1222 129912pk  total wine  more cherry hill nj  notes via stream of consciousness its poured a gold to deep golden body beneath a fingers width of white foam the aroma is sweetish and just lightly grainy its obvious that this is an adjunct beer the hops are as expected light nonspecific and in the background the flavor follows pretty closely its lightly sweet and threaded through with delicately spicy and herbal hop notes theres also a delicate applelike fruitiness to it as far as bitterness goes theres just enough to balance it and it teeters on becoming sweet it finishes with a drop of sweet malt and apple lingering and then some emerging hops as the malt erodes the head dropped fairly quickly althought plenty of fine bubbles can be seen rising steadily below id say thats about average and the lacing follows suit in the mouth its mediumlight in body and gently crisp all in all its not bad for what it is review 7961
1617,Molson Golden,3.28,molson golden is perfect beer before oktoberfest from when it gets hot in n hemisphere around memorial day to labor day this beer quenches your thirst leaves a nice crisp up front flavor then a corn and hop finish drink this ice cold in july and august but when september rolls around it is change to another beer at middle of september i stock up on oktoberfests since they are best and seasonal granted you can get molson golden all year round and i did get a case of this in winter but this is a summer beer i wish golden was a 55 or 57 at only 5abv it is on par with labatt blue granted different flavors this is a typical adjunct lager that is designed to be consumed with speed this beer reminds me of fishing on 1000 islands in a boat which is illegal in canada good times i say 325 overall but certainly not poor this is a good beer and deserves respect for being a good macro i know the men with man buns would argue that ipas are better blah blah blah but for an import and being a beginner beer for the 16 to 20 crowd down the tracks or in the woods this is a tasty beer i guess the use of corn makes it cheap too but for a adjunct lager this is what is expected
1618,Molson Golden,3.6,drank ridiculous quantities of this in college in rochester molson dominated there we used to fill the bed of a pickup truck for bottle returns weekly while fond memories and nostalgia drive a likely higherthandeserved rating i do believe this still tastes okay and quenches the thirst on a hot summer day
1619,Molson Golden,2.46,i cannot believe ive never reviewed this old time classic this beer was once regarded as the high end of imports my dad and older friends really thought there was something extra special about canadian importsmaybe there was circa 1993 i dont know but it really did seem exotic to be when i was 16  soo here we go it couldnt be more clear gold watery pale gold thin scattered white foam lace  sweet corn and green hop with sour yesstie aroma all over  subtle cleaneasy feel like water but with fermented canned corn and wheat crisp bite then smooth with a green corn wheat and long malty flavor subtle easy mundane  its a 700 6 pack bro
1620,Molson Golden,3.3,molson beer in canada is better and different than what gets sent to the usa its a bit more hoppy crisp and very fresh tasting with a some more bite than the us version even in the 1980s i had long neck bottles in montreal and i enjoyed the light taste of molson
1621,Molson Golden,3.27,poured into a grip shaped goblet color is straw transparent head is off white and presents with less than 1 fingers worth of head then dissipates to nothing but a ring along the glass  smell is sweet corn adjunct and a nice grassy hop kick  taste is adjunct basic macro lager some corn limited hop character  mouthfeel is high carbonation moderate sweetness low bitterness but sharp carbonic lingering bite  overall a decent macro lager the sweet corngrassy hop kick is enticing and the adjuncts are not awful
1622,Molson Golden,2.26,poured a clear pale yellow with a half  finger white fizzy head that disappeared in seconds there is very little visible carbonation this bottle is without a nose taste of slight corn sweetness with a tiny hop finish moderately full body with light carbonation very disappointed in this beer which i have not had in over 30 years and i use to like i remember mg had a lot more flavor head and aroma this is not worth the calories
1623,Molson Golden,3,12oz green twistoff bottle stamped sep2721 poured into a vintage bowtie glass at fridge temp no abv listed on label the beer pours bright light straw yellow with nearly white head the head recedes to a pencil thin ring and single layer of tiny bubbles the aroma is faint with slightly sweet grain and corn the taste is semisweet  barely tart with minimal bitterness and noticeable diacetyl the mouthfeel is thin bodied with above average carbonation and a somewhat dry finish overall poor not clean with no noticeable malt character label says this is made in golden co assuming by coors
1624,Arctic Devil Barley Wine,4.48,thinner barleywine both in appearance and in mouthfeel hops are noticeable on the nose lots of barrel in the profile with a lovely bourbon barrel aged maple syrup character great under the radar barrel aged barleywine
1625,Arctic Devil Barley Wine,4.5,2019 version poured from a 12 oz bottle into a morning delight tulip glass toffee aroma taste is sweet malts molasses barrel smooth sweet and boozy
1626,Arctic Devil Barley Wine,4.26,bottle from bottle barn mahogany pour fluffy head fades to tiny ring woody toffee aroma hint of booziness to come taste is sweet malts molasses barrel notes smooth sweet and boozy wonderful
1627,Arctic Devil Barley Wine,4.5,dark cloudy brown with lightly fuzzy hpead and lacing smell is boozy malty dark fruit notes molasses and brown sugar taste is boozy bourbon sweet brown sugar and molasses light dark fruit and vanilla notes medium bodied mouth watering and yes boozy very good
1628,Apricot Ale,4.3,pours a cloudy honey gold with a finger of head that dissipates to a thin ring with a little lacing aroma of apricot and tart apricot taste follows nose wonderful
1629,Apricot Ale,4.21,rated in 2016 and gave it an overall of 358  thought id give it another go 2009 bottling  uncorked bottle and lost half of contents to it be a gusher ugh  cloudy pale rose color medium nose fruity flanders red style taste was a lot more balanced nice stone fruit presence thirst quenching drinkable and much more palatable  okay came back to bump up my score its growing on me
1630,Apricot Ale,4.02,13 oz snifter draft pour at lures bar  grille pours a hazy creamy yellow with an offwhite head aroma and flavor feature sour apricots oak tannins leather funk clean malt and tons of acidity very sour mouthfeel is prickly and astringent overall its tasty but a bit unbalanced
1631,Apricot Ale,3.73,375ml corked and caged bottled 2017 opened 62020 small pop and hiss upon opening small white head that disappears quickly no lacing bright golden apricot flesh color and fully opaque vinous aroma oak barrel and muted apricot fruit initially bracing acid tart and bright fruit and just a hint of powdery funk the apricot becomes more pronounced as the beer warms overall the warmer it gets the less sharp and more flavorfulenjoyable it gets medium body low plus carbonation lengthy high acid finish very good
1632,Apricot Ale,3.58,cascade is one of the few us sour brewers that i regularly enjoy i have no idea why 750ml cc bottle2015 project split with my wife  id be remiss if i didnt mention i picked up this bottle at hyvee for 5 on clearance because why not the pour is unalloyed gold with plenty of life with a nose of what tart apricots thats just a guess  apricot ale is a sharp simple beast nitric acid puckers the palate  the barrels team up to cause arid mouth syndrome apricot is subtle but runs throughout light  airy this glass is going to do me just fine but its the rare sour i can consume more than one of  not cascades best work but perhaps the apricot is just not enough to stand up to the microbes still a good solid brew
1633,Apricot Ale,4.45,500 ml bottle served in a sour glass 2017  this beer pours a hazy yellow color it is topped with a fleeting tan head that leaves no lacing  the smell is pretty damn amazing i get funk dank basement and an acidic flanders ale smell there is tart apricot this is what i want sours to smell like  tart and acidic the apricot helps cut the acidity but only so much it has that wonderful dank basement and funk flavor the sourness is puckering and i love it  light bodied with a dry mouthfeel  i picked this up at a local store off the 12 off shelf i am pissed that i didnt buy them all i hope someone doesnt beat me to it great stuff
1634,Apricot Ale,3.86,a 750ml corked and caged bottle 2015 project poured into a 3 fonteinen stemmed glass  appearance a lightly hazy golden orange colour with a one finger white head that had decent retention while leaving lots of nice lacing  aroma tart apricot oak hay lime zest light funk  taste sour very sour tart apricot hay dust wood oak lemon zest  mouthfeel moderately sharp medium bodied with moderate carbonation  overall the flavours were enjoyable but it was just too sour and coupled with the acidity it was just a bit too much for any easy drinking but good for sipping
1635,Apricot Ale,4.14,this is one i prob should have had fresh but alas it became a cellar beer 2008 vintage so hopefully it held up  pours with no carbonation and no head the cork looked dried out so prob lost its carb over time very clear icedtea orangebrown copper color with tiny floaties  nose is quite nice not much for fruit but plenty of sour funk big bacteria souring and acidity acetic and lactic acids little barnyard funk getting a touch vinegary with some buttery oak still there and a bit of candied stone fruit in the background some malty aromas as well  taste brings more of the malt and sourness a bit of a sweet candy malt and caramelized sugars with some candied apricot not a ton a bit of alcohol but not much souring bacteria again with mild acetic acid maybe lactic but hard to tell light barnyard funk a little malt vinegar into some buttery oak as well mild tart flemmy finish lingering sourness malt and candied fruit  mouth is med bod a little fuller touch syrupy med acidity and funk low to almost no carb light alcohol warmth  overall not bad definitely an enjoyable sour but apricot is mostly gone as expected if im ever out there again ill def have to try this fresh provided there arent 20 other beers i need to try like last time i went
1636,Apricot Ale,4.42,2015 bottle  a  pours clear orange to the dregs a pretty sight with a moderate white head some thin lacing  s  acidity with punchy apricot lushness a hint of funk  t  bright sourness a mild fruit hit a subtle minerality and just a hint of sweet apricot that lingers in the close  m  mild carbonation and prickly acidity closing with a slick long tail  o  a superb sour delivering a solid bright core and lush fruit
1637,Molson Canadian 67,1,are you kidding me absolutely the worst beer ive ever tried a neighbor  friend bought a 4 pack of 16oz cans and invited me over to try one slightly amber colored on the pour no head no taste no nuttin glad i didnt buy it wouldnt even make a decent drain cleaner
1638,Molson Canadian 67,2.59,ok we get it its not heady topper its not an illustrious ipa not is it even regular molson canadian we get it that being said our neighbors to the north crafted a very good lowcalorie option for when you want to crank brews and not worry about your waistline molson 67 still holds that classic canadian lager tast with a third of the calories while that is something we at the 1009 are hardly worried about when grading this category its hard to avoid unfortunately this is a dying breed molson phased out 67 almost a year ago for molson ultra so we grabbed this while we could so long 67 you had a good run
1639,Molson Canadian 67,1.1,it tastes like if you left bread in a perrier overnight
1640,Molson Canadian 67,1,terrible
1641,Molson Canadian 67,2.23,355 ml bottle served cold into a pint glass leftovers from a party a couple of weeks ago  apperance clear rather play golden colour small half finger of white head with better retention than expected even a trace amount of lace  smell  weak grainy aroma with some corn notes metallic and slightly vegetative undertones nothing offensive  taste  a faint flavour of beer but mostly like beer flavoured tonic water or club soda nothing horribly offensive  mouthfeel  feels way over carbonated body is super light but these two factors dont go too well together  overall  worse beers exist and as a low carb option for people who dont like beer this may be viable still of youre drinking a beer this light isnt water a better option
1642,Molson Canadian 67,1.83,appearance  poured from a 473 ml can into a pint glass poured a very light clear straw color with 3 fingers foamy head that died fast carbonation looks lively enough does it look like the style yes  aroma  corn and water mostly water  taste  spring water with corn in the background  feel  extremely light watery body with prickly carbonation  overall  might as well just drink a molson caanadian original from what a remember the taste was tenfold better
1643,Molson Canadian 67,1.75,
1644,Molson Canadian 67,1.78,molson canadian sixty seven the look of it is very light and its yellow smell of hop and of corn remind me of the coors light it the molson canadian the smell of it nothing too different from the canadian very similar now the taste of it well nothing to different than a molson canadian a bit lighter a bit if a different taste to it its a bit plastic taste to it so overall would i recommend it  for man no for women maybe if you know what beer taste like dont drink that crap but for women who likes to drink beer but wanna drink low alcohol percentage and wanna have low calories this beer is made for u
1645,Landshark Lager,2,this is a below average lager pours a shampoo gold with a bubbly white froth the nose is non existent as is the case with these garbage brews no flavor at all
1646,Landshark Lager,2.8,bought a 6pack of bottles the first 3 were great and then they were rough after that  even for michelada mixing   wanted to like these more  but probably wouldnt buy again
1647,Landshark Lager,2.63,12oz undated bottle unless theres a date on the 6er i might get back to you on that  on the pour there was some decent white head that maxed out at 2 fingers although it faded fast surprisingly above average lacing is left on the sides of my glass body is golden and light  aroma is like an exaggerated corona with skunky hops right upfront and a dry but lightly corny malt in the back  taste is like a watered down and extra sweet killer high life with some of those corona style skunky hops this beer is very sweet and rhe finish tastes like corn flakes for the high price it just isnt good  feel is filling and syrupy why does this come off as so sugary the aroma did not imply it was going to be this full and lingering in the finish this is closer to heineken than corona and i mean that in a negative way  overall this was pretty disappointing not as bad as some true cheapo lagers but the whole selling point of this beer is jimmy buffet and honestly the brew is just as whitewashed and deluded as calling jimmy buffet authentic yucutan music
1648,Landshark Lager,3,average lager little lacing and a quickly diminishing head best quality is the clean dry finish which is also to say that is its only quality average beer
